Symbol,Ins-Count,Ins-Date,Ins-Amt,Rep-Date,Rep-Amt,Sen-Date,Sen-Amt,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,netIncomePerEBT,ebtPerEbit,ebitPerRevenue,debtRatio,debtEquityRatio,longTermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatio,dividendPaidAndCapexCoverageRatio,dividendPayoutRatio,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,revenuePerShare,netIncomePerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,incomeQuality,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,roe,capexPerShare,Ins-Buy-Price,Mon-1-Price,Mon-2-Price,Mon-3-Price,Mon-6-Price,Mon-9-Price,Mon-12-Price,Labels
DFLI,2,9/30/2022,5024600,0,0,0,0,2.729268404,0.260782255,0.048149331,78.6483674,260.6632863,280.0560344,77.09880773,202.9572267,0.325039312,-0.02344834,-0.081213579,-0.067940061,0.163439636,-0.019810125,-0.130985288,-0.009704649,0.836560364,3.463510848,-0.02344834,0.848760687,5.61203745,0.776784826,0.8018061,0.427127211,-0.194000573,6.61203745,4.640910067,1.167333227,0.34527302,1.545864017,0.291582383,-0.196259931,-0.202837604,0.023523543,0,-0.407085376,1.03351511,-0.194000573,-1.387671449,29.83728814,29.83728814,0,40.5897604,40.5897604,21.0532866,-77.47007537,-50.0400311,-51.71712825,-51.71712825,-2.146946396,21.0532866,0,-181.9119311,40.5897604,0.48211,-0.032754583,0.250063068,0.250063068,0.250063068,0.985179365,455214162.9,499530162.9,-77.47007537,-51.71712825,-50.0400311,40.5897604,40.5897604,23.10286573,-181.9119311,-56.75189308,-54.9115272,-0.003227052,-0.019984,5.61203745,0.848760687,-16.1383831,5.991831178,0.175515678,0.039728055,0,0.03351511,-0.013643511,-1.497461929,0.019933401,0.429291286,-0.00712331,-0.019810125,-0.830698808,37890000,11215000,-3138000,4.045563977,3329500,9871000,37670500,19.39274813,77.09880773,260.6632863,-0.130985288,-0.006577673,10.29,0,8.42,11.9,0,0,0,Strong Buy
PSNL,1,3/3/2022,2565738,0,0,0,0,10.16290359,9.757353176,3.371922205,325.926893,28.95238846,109.3179237,65.41778338,43.90014032,0.386616381,-0.977903491,-0.976791413,-0.976646359,0.0001485,-0.050939656,-0.06509486,-0.055378339,0.9998515,0.998862794,-0.977903491,0.217455009,0.277881799,0.145407025,0.158236398,-342.7966102,-0.261850474,1.277881799,1.119883041,1.375772693,3.108551826,0.281494991,0.052157729,-0.340869037,-0.420696754,6.406391859,0,-0.738516584,1.234188818,-0.261850474,-2.760028912,4.270058708,4.270058708,0,2.060658527,2.060658527,30.91695201,-7.91406012,-33.91991945,-41.86358527,-41.86358527,0.63312481,30.91695201,0,-31.93670594,2.060658527,0.461559082,-0.450779997,6.924970739,6.924970739,6.924970739,1.303086492,639424401.5,592170401.5,-7.91406012,-41.86358527,-33.91991945,2.060658527,2.060658527,28.6321633,-31.93670594,-38.76983118,-31.41320893,-0.031589348,-0.029481202,0.277881799,0.217455009,2.548484522,0.756176048,0,0.701672952,0,0.234188818,-0.172952326,-2.234228607,0.194952132,8.380743497,-0.055378339,-0.050939656,4.836718286,286918000,310301000,232004000,0.187981992,14501000,8254500,3951000,80.36553525,65.41778338,28.95238846,-0.06509486,-0.079827717,9.87,0,5.8,3.82,0,0,2.81,Weak
IAC,1,11/23/2022,1561866,0,0,0,0,2.286263601,2.037593251,1.481121366,164.8564764,0,40.64954213,31.37704983,9.272492294,0.651385463,-0.095841267,-0.070652571,-0.049060613,0.283586474,-0.006112393,-0.010810466,-0.013325745,0.694392462,0.737183189,-0.095841267,0.370737723,0.655692013,0.255529355,0.258335071,-4.236061564,-0.045510513,1.768614232,2.214047079,2.868338499,0,2.227997493,0.124588604,-1.085112267,-1.53960767,18.82641029,0,-0.071940909,1.418846433,-0.045510513,-3.1196,2.387509885,2.387509885,0,0.809031872,0.809031872,3.671590158,-18.70945939,-35.97020271,-51.03619383,-51.03619383,-0.202013775,3.671590158,0,59.45448586,0.809031872,15.08338285,-0.740000003,68.45218581,26.43260809,68.45218581,24.18437531,4776375308,5225395308,-18.70945939,-51.03619383,-35.97020271,0.809031872,0.809031872,4.016750935,59.45448586,-55.83403116,-39.35170843,-0.013362225,-0.027800789,0.655692013,0.370737723,5.108944236,1.42129482,0.199917596,0.056943611,0.410929177,0.418846433,-0.030132193,-0.26424392,0.023919576,33.75987111,-0.012636341,-0.01037633,-20.94770286,1395915000,2279741000,-1389922000,0.348317766,610445000,156221500,0,40.64954213,31.37704983,0,-0.010810466,-0.454495403,47.98,42.72,55.41,52.76,0,0,0,Strong Buy
KD,2,11/29/2021,748660,0,0,0,0,1.039633324,0.668913454,0.198166622,139.1766761,0,34.31753658,17.17360115,17.14393543,0.086700153,-0.102642498,-0.10242411,-0.1511247,-0.475479744,-0.057365498,-0.127440147,-0.056260474,1.475479744,0.99787234,-0.102642498,0.545635414,1.212154696,0.168835145,0.221282088,-27.64705882,-0.152948801,2.221546961,2.622565865,5.240601504,0,0.985578993,0.379590483,-1.053946958,-1.915861208,3.282419552,0,-0.051539637,1.81779661,-0.152948801,-0.536363636,1.222797927,1.222797927,0,1.680432343,1.680432343,1.99273807,-3.296512869,-21.26980797,-38.66418483,-38.66418483,0.043323621,1.99273807,0,-183.9397707,1.680432343,20.44925052,-3.090386844,24.2497118,18.9040571,24.2497118,6.96676803,9124747620,9932747620,-3.296512869,-38.66418483,-21.26980797,1.680432343,1.680432343,2.169195811,-183.9397707,-42.08791365,-23.15325786,-0.075837714,-0.047014999,1.212154696,0.545635414,-14.96296296,0.341040462,0.186285215,0.003057436,0.103456852,0.81779661,-0.042148941,-0.484924623,0.004367766,41.06302816,-0.070798926,-0.063985206,-20.26391662,147000000,4233000000,-2726000000,0.284162063,1680000000,800500000,0,34.31753658,17.17360115,0,-0.127440147,-0.86191425,16.3,18.19,0,0,0,10.8,11.02,Strong Buy
GAINM,1,12/14/2015,677700,0,0,0,0,0,0,0,2015.217662,0,0,0,0,0,0,-0.13681592,-0.13681592,0,-0.000216454,-0.000401507,0,1,0,0,0.460896669,0.854931963,0.283863615,0.283863615,0,-0.077931047,1.854931963,0.181121874,0,0,0,0.001582079,-0.579824333,-0.579824333,0.390112224,-51.6,-10.5261194,1,-0.077931047,0,0,-1.491014799,-51.6,1.009738618,1.009738618,344.0747137,-628.7183404,-32.68770764,-32.68770764,-32.68770764,6.207406017,344.0747137,0.020517932,390.8733983,1.009738618,0.055084339,-0.007536415,18.77033119,18.77033119,18.77033119,7.514284931,276636069.8,379538069.8,-628.7183404,-32.68770764,-32.68770764,1.009738618,1.009738618,472.0622759,390.8733983,-44.8467529,-44.8467529,-0.000397634,-0.03059254,0.854931963,0.460896669,105.9752832,76.93636364,1.161691542,0,0,0,0,0,0,1.784060663,0,-0.000216454,-15.42914743,0,273968000,-234224000,0.396382059,5204000,1518500,0,496.9029851,0,0,-0.000401507,0,18.95312828,0,0,0,0,0,25.15,Strong Buy
MTEM,4,12/10/2020,983490,0,0,0,0,3.209520509,2.970938436,0.827041612,321.9439274,0,0,0,0,0,-5.321312238,-5.403676128,-5.403676128,0,-0.137120152,-0.275044114,-0.177322065,1,1.015478116,-5.321312238,0.501461237,1.005862081,0.149320492,0.149320492,-43.89827255,-1.337066523,2.005862081,1.1337378,0,0,0.132335735,0.025375346,-0.404230373,-0.426320468,2.370677131,0,-4.610981852,1.05464729,-1.337066523,0,18.29916898,18.29916898,0,6.340159035,6.340159035,124.5624405,-5.762856502,-25.61453371,-27.01429857,-27.01429857,-0.186606782,124.5624405,0,-24.63757765,6.340159035,0.087666876,-0.473723404,1.722354272,1.722354272,1.722354272,0.312953205,535369369.1,529609369.1,-5.762856502,-27.01429857,-25.61453371,6.340159035,6.340159035,123.2222822,-24.63757765,-26.7236537,-25.33894881,-0.043381264,-0.039040336,1.005862081,0.501461237,0.267956829,0.853304629,1.755932992,4.565379246,0,0.05464729,-0.251977664,-0.896523179,0.764308981,4.284645773,-0.228728298,-0.137120152,0.696220426,89258000,84441000,44719000,0.175530844,6429000,2112500,0,79.38343416,0,0,-0.275044114,-0.022090095,8.63,0,12.81,11.25,8.93,6.12,3.91,Strong Buy
BBW,1,3/11/2022,481495,0,0,0,0,1.334928426,0.457435666,0.33727999,32.86241363,106.9134312,115.0164921,32.53006667,82.48642538,0.534871732,0.154914513,0.155037626,0.185646574,-0.197429153,0.090592662,0.257538721,0.119171076,1.197429153,1.000794715,0.154914513,0.648236734,1.842821003,0.438990359,0.512664187,1258.3125,0.110012988,2.842821003,11.10691394,2.766671244,0.84180256,1.026256149,0.48798456,0.686007975,0.465437619,2.078208073,0,0.083424386,0.678472607,0.110012988,0.429471182,-3.110154905,-3.110154905,0,2.923600394,2.923600394,2.107474921,2.838020224,37.23377593,25.26209701,25.26209701,0.009377806,2.107474921,0,14.58193378,2.923600394,8.223110901,1.526592363,5.927622679,5.927622679,5.927622679,6.236712234,273891655.7,339598655.7,2.838020224,25.26209701,37.23377593,2.923600394,2.923600394,2.61306117,14.58193378,31.32251021,46.16621204,0.088089577,0.026857335,1.842821003,0.648236734,2.821374898,0.449372073,0,0,0,-0.321527393,-0.026823225,-1.115877081,0.004108893,14.26898486,0.134842639,0.090592662,-6.018277348,32616000,93683000,-42643000,1.051973143,12244500,23839500,66860500,8.103060895,32.53006667,106.9134312,0.257538721,-0.220570356,15.92,17.44,17,0,0,0,0,Buy
MNKD,1,2/28/2022,299999,0,0,0,0,4.544954394,4.325011893,2.568491592,145.65002,56.29525975,92.20896331,54.75249257,37.45647074,0.086376348,-1.91514183,-2.242189373,-2.242189373,0,-0.087373623,0.134039331,-0.087855373,1,1.170769359,-1.91514183,1.651850629,-2.534093786,2.25492441,2.204546631,-5.786576533,-0.032225145,-1.534093786,2.506007209,1.643760782,1.598713647,0.341827816,0.038967994,-0.049174974,-0.06984543,0.812942334,0,-0.986576109,1.420345023,-0.032225145,-1.769671779,2.378998073,2.378998073,0,-5.241165279,-5.241165279,87.67340871,-9.775424165,-62.56672806,-88.86634081,-88.86634081,0.021723165,87.67340871,0,-61.79698852,-5.241165279,0.049844075,-0.111759856,-0.833784048,-0.833784048,-0.833784048,1.542477985,1097232710,1356196710,-9.775424165,-88.86634081,-62.56672806,-5.241165279,-5.241165279,108.365698,-61.79698852,-109.8401806,-77.33344985,-0.025574338,-0.015982936,-2.534093786,1.651850629,-11.80005468,0.440005702,0,0.310507391,0,0.420345023,-0.414702357,-2.630511911,0.252497004,1.447974679,-0.36405061,-0.087373623,-1.27078496,171395000,-209349000,-310766000,-1.830187868,7219500,8242000,7317000,35.91370356,54.75249257,56.29525975,0.134039331,-0.020670456,2.62,3.59,3.23,0,0,4.41,5.28,Strong Buy
KDMN,1,11/18/2019,4999999,0,0,0,0,2.291068404,2.26783742,1.217362492,1109.535398,263.8356164,537.4196872,10459.72603,-9922.30634,0.67699115,-102.8672566,-276.0840708,-276.0840708,0,-0.400273285,-0.778730468,-0.228915781,1,2.683886786,-102.8672566,0.48599252,0.94549698,0,0.283276084,-27.80861244,-0.632594417,1.94549698,0.328966521,0.008604432,0.341121495,0.00972545,0.001449824,-0.156232612,-0.156365191,0.955434213,0,-88.64159292,1.0008486,-0.632594417,-0.632594417,1178.411765,1178.411765,0,4.032851354,4.032851354,1429.770716,-1.294687803,-16.1161188,-16.12979493,-16.12979493,0.00163782,1429.770716,0,-5.134795511,4.032851354,0.00176252,-0.486603796,0.62486806,0.596948489,0.62486806,0.253490982,323128181.9,309438181.9,-1.294687803,-16.12979493,-16.1161188,4.032851354,4.032851354,1369.195495,-5.134795511,-15.4464225,-15.43332578,-0.193096745,-0.062049679,0.94549698,0.48599252,0.227170901,0.321067393,45.01769912,58.52654867,0.022966237,0.0008486,-0.075221239,-0.013117284,6.469026549,2.615611081,-1.536245292,-0.409682143,0.36947613,70136000,76544000,48703000,0.395237382,693000,7688000,221000,273.5840708,10459.72603,263.8356164,-0.778730468,-0.000132579,4.13,4.51,0,4.85,4.42,4.3,3.75,Strong Buy
IDW,1,8/6/2021,2304000,0,0,0,0,2.224479327,1.638965836,1.016517903,326.6639622,78.52871755,159.0759959,24.21715185,134.8588441,0.437527659,-0.307124945,-0.138811034,-0.138811034,0,-0.0381667,-0.067800274,-0.13965656,1,0.45196926,-0.307124945,0.437071588,0.776424814,0.069023343,0.109978197,0,8.175510204,1.776424814,1.117356189,3.716374269,1.146077547,8.581012658,0.27495437,1.405332264,1.399719355,0.993084093,0,2.068299159,0.996005991,8.175510204,20.43877551,-250.375,-250.375,0,2.875423301,2.875423301,5.887003983,-10.60255048,2.857715718,2.846301976,2.846301976,0.07795993,5.887003983,0,-41.67542707,2.875423301,0.679462764,-0.094316929,1.391099529,1.369249273,1.391099529,0.171895359,39908000,31715000,-10.60255048,2.846301976,2.857715718,2.875423301,2.875423301,4.678418646,-41.67542707,2.261964197,2.27103473,-0.023579232,0.349929839,0.776424814,0.437071588,10.76609724,-14.90010627,0,0,0.00884202,-0.003994009,-0.008260805,-0.311111111,0.024192359,1.71816626,-0.546026751,-0.038507182,0.535807357,11935000,13661000,10906000,0.12356798,14065000,1094500,3497000,80.54727836,24.21715185,78.52871755,-0.067800274,-0.00561291,3.93,0,3,0,0,1.49,0,Weak
TCAC,1,6/14/2022,6000000,0,0,0,0,0.282309723,1.297222587,0.176512112,0,0,0,0,0,0,0,0,0,0,0.012964547,-0.186745961,0,1,0,0,0.072935494,-1.050588849,0,-1.00957306,0,-0.029269143,-14.4043564,0,0,0,0,0,-0.00819536,-0.00819536,0.01666352,0,0,1,-0.029269143,-0.029269143,2.806630137,2.806630137,0,-17.72690292,-17.72690292,0,23.73130703,-1205.560219,-1205.560219,-1205.560219,0,0,0,95.29456515,-17.72690292,0,0.10408192,-0.55734496,7.44265504,-0.55734496,0.28,247000000,253583412,23.73130703,-1205.560219,-1205.560219,-17.72690292,-17.72690292,0,95.29456515,-1237.692607,-1237.692607,0.010534607,-0.00082949,-1.050588849,0.072935494,2.473992202,-0.078739516,0,0,0,0.356299174,0,-1.237288136,0,1.142459848,0,0.012964547,-0.48952688,-1693828,186066376,-13972228,-0.502381864,1322500,1903757.5,0,0,0,0,-0.186745961,-0.00292,8.55,0,0,0,0,0,0,Weak
SGLBW,1,8/8/2019,301921,0,0,0,0,1.892480553,1.060242297,0.906779065,1280.978054,846.8179794,1162.675582,546.3909278,616.2846538,-0.805282592,-47.5286463,-47.45074742,-47.45074742,0,-0.734277908,-1.136450418,-1.138316104,1,0.998361012,-47.5286463,0.353884783,0.547711575,0,0.034431349,-747.2411049,-33.41762,1.547711575,0.284938527,0.16471723,0.106280219,0.163385846,0.015474528,0,0,0,0,-49.75525579,1.032971229,-33.41762,-33.41762,30.32947305,30.32947305,0,0,0,0,0,0,0,0,0,0,0,0.419148048,0,0,0,0,0,0,0,0,-646390,0,0,0,0,0,-19.24810911,0.419148048,0.386855796,0.374507814,0,0,0.547711575,0.353884783,0.419148048,1.048566324,40.55806682,3.538949437,0,0.032971229,-1.64049193,-1.1196675,6.549461021,0,-1.138316104,-0.734277908,0,685409,1402165,685409,0.035659141,149140.5,436969,433648.5,315.8576023,546.3909278,846.8179794,-1.136450418,0,0.2,0,0,0.1,0,0.090001,0,Weak
ALKT,1,12/5/2022,518816,0,0,0,0,6.376842,5.873295369,2.413607073,179.7528645,0,44.32262413,11.19253985,33.13008427,0.516138695,-0.371058938,-0.378416835,-0.375365086,0.008064516,-0.041313867,-0.06114849,-0.044512372,0.991935484,1.019829457,-0.371058938,0.324368155,0.480096012,0.200870606,0.204988191,-16.72489451,-0.055311095,1.480096012,2.030565693,8.041070317,0,3.965844966,0.110063159,-0.051281919,-0.059902019,2.290479061,0,-0.08754587,1.168092387,-0.055311095,-2.200470588,5.949109415,5.949109415,0,4.185426831,4.185426831,25.69259037,-17.11173421,-251.2436171,-293.4757564,-293.4757564,0,25.69259037,0,-82.55123122,4.185426831,0.585771998,-0.219878357,3.595810083,1.508495597,3.595810083,0.940150239,1372292637,1360196637,-17.11173421,-293.4757564,-251.2436171,4.185426831,4.185426831,25.46612441,-82.55123122,-290.88893,-249.0290437,-0.014609858,-0.003980201,0.480096012,0.324368155,0.73411422,0.23322859,0.343312364,0.34115929,0.392194278,0.168092387,-0.014715794,-0.308235294,0.227420804,4.217750381,-0.068072152,-0.067972159,0.780502913,215278000,137548000,97905000,0.257842952,26835500,3500500,0,44.32262413,11.19253985,0,-0.06114849,-0.0086201,12.73,14.35,0,0,0,0,0,Strong Buy
CDZI,2,11/9/2022,4283333,0,0,0,0,3.564701653,2.69698059,2.500718907,332.7045075,25.92433362,107.9610615,35.75236457,72.20869693,-0.941569282,-7.41903172,-10.91986644,-10.92654424,-0.000305764,-0.062858954,-0.204921882,-0.043852378,1.000611527,1.471872187,-7.41903172,0.693254067,2.260026926,0.682372831,0.682839637,-2.11921793,-0.08469548,3.260026926,1.097069597,2.517316017,3.471641791,0.007416028,0.005752867,-0.114661469,-0.128127892,0.136967692,-0.196791444,-9.722871452,1.117445055,-0.08469548,-39.35135135,8.514619883,-9.642384106,-0.196791444,3.021594289,3.021594289,161.1130217,-3.686275783,-14.82893362,-16.57051854,-16.57051854,0.239607926,161.1130217,0.013346224,-37.16284038,3.021594289,0.011792964,-0.128856338,0.628807119,0.55373772,0.628807119,1.395093812,96506700,158313700,-3.686275783,-16.57051854,-14.82893362,3.021594289,3.021594289,264.2966611,-37.16284038,-27.1829842,-24.32601414,-0.067819126,-0.067435732,2.260026926,0.693254067,-14.50868545,0.889839572,6.293823038,0,0.036620503,0.117445055,-1.141903172,-3.677419355,0.821368948,1.350214841,-0.049532668,-0.065248382,-1.272793495,7135000,28126000,-62266000,2.152979116,350000,547500,167500,82.03672788,35.75236457,25.92433362,-0.204921882,-0.013466423,1.9,2.12,3.02,4.48,0,0,0,Strong Buy
HYZNW,1,11/22/2021,1365150,0,0,0,0,16.33387397,15.13801286,14.95807052,2273.092516,1418.801653,1979.290218,265.072314,1714.217904,-0.006237006,-51.57172557,32.48752599,33.63201663,0,0.057485724,0.08039759,-0.093691693,1.035228618,-0.6299484,-51.57172557,0.287977641,0.402755793,0.004773034,0.006610664,-195.3228346,-20.99925317,1.398566192,0.160574195,0.339529989,0.063433814,0.085564351,0.001709256,0,0,0,0,-58.45738046,1.07020414,-20.99925317,-75.18181818,14.24417427,14.24417427,0,0,0,0,0,0,0,0,0,0,0,-15.19062807,0,0,0,0,0,0,0,0,-495336000,0,0,0,0,0,-514.9022869,-15.19062807,8.808165588,8.230360229,0,0,0.402755793,0.287977641,-15.19062807,-1.738146752,0,5.012474012,0,0.07020414,-4.103950104,-8.773333333,29.19334719,0,0.113773073,0.057485724,0,510526000,400739000,381741000,0.006654656,4014000,1952500,8156500,560.4885655,265.072314,1418.801653,0.08039759,0,2.42,1.8,0,1.21,0,0.31,0.1949,Weak
IMH,2,9/24/2020,757099,0,0,0,0,49.4888606,27.37237428,27.37237428,0,0,0,0,0,2.915722031,4.564563825,5.621981272,5.625677674,-0.000657491,-0.009654389,-1.519805605,-0.007838588,1.000657491,1.231657939,4.564563825,0.993647616,156.4212103,0.993457701,0.993462175,-0.528458532,0.207126121,157.4212103,0,0,0,0,-0.001716129,22.26920323,22.26213771,2.025543554,0,-116.5036964,0.999682722,0.207126121,300.9369828,91.46295222,91.46295222,0,2.388553247,2.388553247,-8.841414078,-0.392904402,0.075913644,0.075889558,0.075889558,-0.006068636,-8.841414078,0,185.9449586,2.388553247,-0.191145894,-1.075325189,0.707541271,0.694399402,0.707541271,109.1662087,35878458.33,2275408458,-0.392904402,0.075889558,0.075913644,2.388553247,2.388553247,-560.7216506,185.9449586,4.812908671,4.814436184,-0.636287094,13.17286255,156.4212103,0.993647616,183.0129934,-20.70927329,-1.63060621,0,0.000117989,0.010933389,-1.273780187,0,-0.027353376,4.137490954,-0.008134388,-0.009655528,-108.6489184,76176000,14742000,-2271856000,151.9560615,0,0,0,0,0,0,-1.519805605,0.243477853,1.1,0,1.73,2.85,1.99,2.105,1.41,Strong Buy
MACQ,1,12/22/2021,5000000,0,0,0,0,2.293671164,1.461251111,1.461251111,0,0,0,0,0,0,0,0,0,0,-0.014479848,0.136200486,-0.001590149,1,9.121640298,0,0.110813798,-1.042337843,0,0,0,0,-9.40620985,0,0,0,0,0,-0.008373158,-0.008373158,0.020176519,0,0,1,0,0,0,0,0,-11.55191782,-11.55191782,0,-21.20388509,-1178.766662,-1178.766662,-1178.766662,0,0,0,-84.64215816,-11.55191782,0,-0.116370184,-0.854403585,7.146122228,-0.854403585,0,390172944,389375342,-21.20388509,-1178.766662,-1178.766662,-11.55191782,-11.55191782,0,-84.64215816,-1176.356996,-1176.356996,-0.011790292,-0.000848344,-1.042337843,0.110813798,0.173382203,0.071952782,0,0,0,0,0,0,0,1.495697093,-0.001595428,-0.014479848,-0.870400671,706131,282494787,-33953619,0,0,0,0,0,0,0,0.136200486,0,9.66,0,0,0,0,0,0,Weak
NKTX,2,4/28/2022,21499995,0,0,0,0,20.58826785,20.01079137,3.837945029,0,0,0,0,0,0,0,0,0,0,-0.084841935,-0.113626228,-0.088330958,1,0.995746801,0,0.253324366,0.33926963,0.225895764,0.232403986,-233.0178571,-0.263672467,1.33926963,0,0,0,0,0,-0.553397124,-0.607045547,6.575932735,0,0,1.096943805,-0.263672467,-7.288622754,10.31525424,10.31525424,0,1.641651654,1.641651654,0,-3.611955816,-18.74653401,-20.56389436,-20.56389436,0.249224951,0,0,-15.95446599,1.641651654,0,-0.787661905,6.932043088,6.932043088,6.932043088,2.102199822,375455583.2,403089583.2,-3.611955816,-20.56389436,-18.74653401,1.641651654,1.641651654,0,-15.95446599,-22.07742267,-20.12630233,-0.069214579,-0.053343194,0.33926963,0.253324366,-1.09376608,0.70258206,0,0,0,0.096943805,0,-2.901639344,0,11.08387978,-0.088330958,-0.084841935,4.224101042,212376000,228706000,145625000,0.30276862,0,1564000,0,0,0,0,-0.113626228,-0.053648423,18.02,0,12.14,13.32,13,0,0,Weak
KZR,2,6/11/2020,4274998,0,0,0,0,18.68734308,18.21739773,3.038103677,0,0,0,0,0,0,0,0,0,0,-0.074359051,-0.081627994,-0.081940676,1,0.955525864,0,0.089049642,0.097754659,0,0.007557368,0,-8.8875803,1.097754659,0,0,0,0,0,-0.252558774,-0.255388308,3.752936365,0,0,1.011203469,-8.8875803,-8.8875803,89.25806452,89.25806452,0,1.168349364,1.168349364,0,-3.578274144,-17.07204228,-17.26330839,-17.26330839,-0.089456854,0,0,-13.35592984,1.168349364,0,-0.304616124,3.731760493,3.731760493,3.731760493,0.028417046,143302722.9,128884722.9,-3.578274144,-17.26330839,-17.07204228,1.168349364,1.168349364,0,-13.35592984,-15.52640922,-15.35438681,-0.069866083,-0.0585753,0.097754659,0.089049642,1.494093264,0.829105074,0,0,0,0.011203469,0,-0.256906077,0,5.057368325,-0.113991667,-0.074359051,3.388139388,119761000,122654000,114542000,0.007614917,0,1203000,0,0,0,0,-0.081627994,-0.002829535,4.84,0,4.56,4.67,5.56,6.56,5.64,Strong Buy
TTCF,1,4/15/2021,2500000,0,0,0,0,6.401651903,5.239645679,4.432870481,233.4788922,75.87604836,133.4461862,61.27175689,72.17442928,0.128639763,-0.133214381,-0.182737937,-0.154739759,0.153214916,-0.024487466,-0.028368893,-0.024105655,0.846785084,1.371758336,-0.133214381,0.136819813,0.158506666,0.006578856,0.007193226,-350.9,-8.44092219,1.158506666,1.563310484,1.468865993,1.186145061,2.727941176,0.15824935,-0.221292914,-0.257205477,2.331558965,-0.037782139,-0.333586424,1.162285194,-8.44092219,-98.17877095,6.161991585,6.908018868,-0.037782139,5.369750833,5.369750833,29.28961486,-47.32076454,-75.54271468,-87.8021788,-87.8021788,0.428140251,29.28961486,0.000199607,-150.1884583,5.369750833,0.663375059,-0.102650497,3.618417428,3.618417428,3.618417428,0.026468516,1543035490,1359956490,-47.32076454,-87.8021788,-75.54271468,5.369750833,5.369750833,25.81444308,-150.1884583,-77.38457324,-66.57967738,-0.005283093,-0.013237544,0.158506666,0.136819813,20.21855329,2.15578999,0,0,0,0.162285194,-0.054136138,-5.166666667,0.060457082,2.89088703,-0.024105655,-0.024487466,2.319933343,225627000,287357000,221849000,0.007245343,33558000,28321500,38680500,57.57013781,61.27175689,75.87604836,-0.028368893,-0.035912563,18.14,0,21.87,20.12,17.67,0,0,Strong Buy
FOUR,1,6/16/2022,876204,0,0,0,0,5.518160742,5.46561051,4.594281298,204.7959691,0.822565396,51.32020162,38.94421683,12.37598479,0.210500124,-0.029111719,-0.048270714,-0.018661359,0.319587629,-0.003083755,-0.025996534,-0.005383518,0.386597938,1.658119658,-0.029111719,0.828049833,6.980589255,0.858647722,0.858951794,-1.481012658,0.02111674,8.430155979,1.782261641,2.310997815,109.4137931,4.226077813,0.165248139,0.654404664,0.23988958,20.97269933,0,0.09231152,0.366576819,0.02111674,8.431818182,-1.578723404,-1.578723404,0,12.16978166,12.16978166,8.735959212,-117.0327336,258.1604417,94.63563363,94.63563363,-5.129609922,8.735959212,0,175.0593136,12.16978166,7.089089875,-0.132292048,5.08883411,-7.440104775,5.08883411,31.12920082,3510982008,4078882008,-117.0327336,94.63563363,258.1604417,12.16978166,12.16978166,10.14899728,175.0593136,109.9429113,299.9177947,-0.002136154,0.00387356,6.980589255,0.828049833,24.37339056,-4.946666667,0.186364767,0,0.345380535,-0.633423181,-0.058472257,-0.807560137,0.042050261,3.89195021,0.09568299,-0.004710759,-11.54159923,1169300000,-421800000,-585800000,6.089774697,216850000,129200000,3200000,50.49763623,38.94421683,0.822565396,-0.025996534,-0.414515083,30.47,0,51.39,47.43,51.93,0,0,Strong Buy
